2025-04-26 01:36:49.513 | INFO     | app.main:lifespan:15 - Starting application...
2025-04-26 01:36:49.513 | ERROR    | app.logging_setup:start_metrics_server:85 - Failed to start Prometheus metrics server: 'Settings' object has no attribute 'PROMETHEUS_PORT'
2025-04-26 01:36:49.513 | ERROR    | app.cache:init_redis_pool:24 - Failed to connect to Redis (via redis-py) at : Redis URL must specify one of the following schemes (redis://, rediss://, unix://)
2025-04-26 01:36:54.929 | INFO     | app.emotion_pipeline:load_emotion_model:75 - Loaded models on device 0.
2025-04-26 01:36:54.988 | INFO     | app.llm_service:configure_genai:16 - Google Generative AI client configured. SDK version: 1.12.1
2025-04-26 01:36:54.989 | INFO     | app.main:lifespan:24 - Startup complete.
2025-04-26 01:39:06.657 | INFO     | app.main:chat_endpoint:78 - [ReqID: req_391eef97] Chat request: 'how u doing...'
2025-04-26 01:39:06.660 | ERROR    | app.cache:get_redis:42 - Redis pool is not initialized or connection failed.
2025-04-26 01:39:06.661 | INFO     | app.utils:wrapper:76 - Starting 'Advanced Emotion Analysis'...
2025-04-26 01:39:07.640 | INFO     | app.utils:wrapper:86 - 'Advanced Emotion Analysis' completed successfully in 0.9797 seconds.
2025-04-26 01:39:07.641 | ERROR    | app.main:chat_endpoint:119 - [ReqID: req_391eef97] LLM error: module 'app.llm_service' has no attribute 'generate_emotional_response'
2025-04-26 01:41:56.488 | INFO     | app.main:lifespan:26 - Shutting down...
2025-04-26 01:41:56.491 | INFO     | app.main:lifespan:28 - Shutdown complete.
