2025-04-26 01:42:21.650 | INFO     | app.main:lifespan:15 - Starting application...
2025-04-26 01:42:21.650 | ERROR    | app.logging_setup:start_metrics_server:85 - Failed to start Prometheus metrics server: 'Settings' object has no attribute 'PROMETHEUS_PORT'
2025-04-26 01:42:21.651 | ERROR    | app.cache:init_redis_pool:24 - Failed to connect to Redis (via redis-py) at : Redis URL must specify one of the following schemes (redis://, rediss://, unix://)
2025-04-26 01:42:26.335 | INFO     | app.emotion_pipeline:load_emotion_model:75 - Loaded models on device 0.
2025-04-26 01:42:26.445 | INFO     | app.llm_service:configure_genai:22 - Google Generative AI client configured. SDK version: 1.12.1
2025-04-26 01:42:26.446 | INFO     | app.main:lifespan:24 - Startup complete.
2025-04-26 01:42:35.131 | INFO     | app.main:chat_endpoint:78 - [ReqID: req_e968bb13] Chat request: 'heyyy...'
2025-04-26 01:42:35.133 | ERROR    | app.cache:get_redis:42 - Redis pool is not initialized or connection failed.
2025-04-26 01:42:35.133 | INFO     | app.utils:wrapper:76 - Starting 'Advanced Emotion Analysis'...
2025-04-26 01:42:36.053 | INFO     | app.utils:wrapper:86 - 'Advanced Emotion Analysis' completed successfully in 0.9200 seconds.
2025-04-26 01:42:36.053 | INFO     | app.utils:wrapper:76 - Starting 'Emotionally Intelligent LLM Call'...
2025-04-26 01:42:38.278 | INFO     | app.llm_service:generate_emotional_response:78 - Final emotional response preview: 'Hey! Your energy is infectious—I can practically feel the excitement r...'
2025-04-26 01:42:38.279 | INFO     | app.utils:wrapper:86 - 'Emotionally Intelligent LLM Call' completed successfully in 2.2252 seconds.
2025-04-26 01:42:38.279 | WARNING  | app.main:chat_endpoint:135 - [ReqID: req_e968bb13] Cache set error: 'Settings' object has no attribute 'CACHE_TTL'
2025-04-26 01:42:38.280 | INFO     | app.main:chat_endpoint:140 - [ReqID: req_e968bb13] Processed in 3.1487s.
2025-04-26 01:46:39.628 | INFO     | app.main:chat_endpoint:78 - [ReqID: req_9a893cc7] Chat request: 'hey babay...'
2025-04-26 01:46:39.632 | ERROR    | app.cache:get_redis:42 - Redis pool is not initialized or connection failed.
2025-04-26 01:46:39.633 | INFO     | app.utils:wrapper:76 - Starting 'Advanced Emotion Analysis'...
2025-04-26 01:46:40.309 | INFO     | app.utils:wrapper:86 - 'Advanced Emotion Analysis' completed successfully in 0.6766 seconds.
2025-04-26 01:46:40.310 | INFO     | app.utils:wrapper:76 - Starting 'Emotionally Intelligent LLM Call'...
2025-04-26 01:46:42.496 | INFO     | app.llm_service:generate_emotional_response:78 - Final emotional response preview: 'Hey! I'm so glad to hear from you and feel your positive energy radiat...'
2025-04-26 01:46:42.496 | INFO     | app.utils:wrapper:86 - 'Emotionally Intelligent LLM Call' completed successfully in 2.1868 seconds.
2025-04-26 01:46:42.496 | WARNING  | app.main:chat_endpoint:135 - [ReqID: req_9a893cc7] Cache set error: 'Settings' object has no attribute 'CACHE_TTL'
2025-04-26 01:46:42.497 | INFO     | app.main:chat_endpoint:140 - [ReqID: req_9a893cc7] Processed in 2.8702s.
2025-04-26 01:46:55.063 | INFO     | app.main:chat_endpoint:78 - [ReqID: req_0c6043a1] Chat request: 'how u doing...'
2025-04-26 01:46:55.064 | ERROR    | app.cache:get_redis:42 - Redis pool is not initialized or connection failed.
2025-04-26 01:46:55.064 | INFO     | app.utils:wrapper:76 - Starting 'Advanced Emotion Analysis'...
2025-04-26 01:46:55.197 | INFO     | app.utils:wrapper:86 - 'Advanced Emotion Analysis' completed successfully in 0.1329 seconds.
2025-04-26 01:46:55.197 | INFO     | app.utils:wrapper:76 - Starting 'Emotionally Intelligent LLM Call'...
2025-04-26 01:46:57.499 | INFO     | app.llm_service:generate_emotional_response:78 - Final emotional response preview: 'I'm doing wonderfully, feeling a real sense of warmth and connection t...'
2025-04-26 01:46:57.499 | INFO     | app.utils:wrapper:86 - 'Emotionally Intelligent LLM Call' completed successfully in 2.3024 seconds.
2025-04-26 01:46:57.500 | WARNING  | app.main:chat_endpoint:135 - [ReqID: req_0c6043a1] Cache set error: 'Settings' object has no attribute 'CACHE_TTL'
2025-04-26 01:46:57.501 | INFO     | app.main:chat_endpoint:140 - [ReqID: req_0c6043a1] Processed in 2.4375s.
2025-04-26 01:48:20.058 | INFO     | app.main:chat_endpoint:78 - [ReqID: req_c315b701] Chat request: 'I was folding laundry today, and the smell of my m...'
2025-04-26 01:48:20.066 | ERROR    | app.cache:get_redis:42 - Redis pool is not initialized or connection failed.
2025-04-26 01:48:20.066 | INFO     | app.utils:wrapper:76 - Starting 'Advanced Emotion Analysis'...
2025-04-26 01:48:21.526 | INFO     | app.utils:wrapper:86 - 'Advanced Emotion Analysis' completed successfully in 1.4594 seconds.
